FileName,SlowdownSpeed,Iteration,Benchmark,IsSlowdown,Method1,Count1,Method2,Count2,Method3,Count3,Method4,Count4,Method5,Count5
100_2_Towers_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Towers,Slowdown,"Towers.popDiskFrom",33.39,"Towers$TowersDisk.setNext",19.16,"Towers.moveDisks",18.23,"Towers.pushDisk",18.01,"Towers.moveTopDisk",9.27
100_3_Bounce_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,3,Bounce,NoSlowdown,"Bounce$Ball.bounce",66.52,"Bounce.benchmark",23.46,"java.lang.Math.abs",4.13,"Bounce$Ball.<init>",3.37,"java.util.Arrays.setAll",1.00
100_3_Bounce_Slowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,3,Bounce,Slowdown,"Bounce$Ball.bounce",57.30,"Bounce.benchmark",31.83,"java.lang.Math.abs",4.00,"Bounce$Ball.<init>",2.89,"som.Random.next",1.66
100_3_CD_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,3,CD,NoSlowdown,"cd.RedBlackTree.treeInsert",17.95,"cd.CollisionDetector.isInVoxel",12.20,"cd.Vector2D.compareTo",10.76,"cd.RedBlackTree.put",10.15,"cd.RedBlackTree.findNode",8.20
100_3_CD_Slowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,3,CD,Slowdown,"cd.RedBlackTree.treeInsert",20.12,"cd.CollisionDetector.isInVoxel",14.15,"cd.RedBlackTree.put",12.75,"cd.RedBlackTree.findNode",7.19,"cd.Vector2D.compareTo",5.81
100_3_DeltaBlue_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,3,DeltaBlue,NoSlowdown,"java.util.Vector$Itr.next",61.50,"deltablue.Plan.execute",6.28,"java.util.Vector.elementData",4.11,"som.Vector.forEach",2.75,"deltablue.Planner$$Lambda.apply",2.33
100_3_DeltaBlue_Slowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,3,DeltaBlue,Slowdown,"java.util.Vector$Itr.next",61.16,"deltablue.Plan.execute",5.00,"java.util.Vector.elementData",3.83,"som.Vector.forEach",3.19,"deltablue.ScaleConstraint.execute",2.81
100_3_Havlak_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,3,Havlak,NoSlowdown,"som.Vector.hasSome",36.54,"som.Vector.<init>",16.18,"som.Vector.append",6.36,"havlak.HavlakLoopFinder.findLoops",5.37,"som.Vector.forEach",4.60
100_3_Havlak_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,3,Havlak,Slowdown,"som.Vector.hasSome",37.23,"som.Vector.<init>",20.58,"som.Vector.append",5.97,"som.Vector.forEach",5.86,"havlak.HavlakLoopFinder.findLoops",4.63
100_3_Json_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,3,Json,NoSlowdown,"java.lang.String.equals",37.74,"java.lang.StringLatin1.toBytes",11.24,"json.JsonPureStringParser.read",7.73,"java.lang.String.valueOf",6.56,"json.JsonPureStringParser.readStringInternal",3.06
